"id","date_releve","humidity","dewpoint","pressure","windspeed","visibility","cloudcover","windgust","uvindex","precipintensity","precipintensitymax","temperaturehigh","temperaturelow","temperaturehighoffset2","temperaturelowoffset2","temperature","temperatureoffset2"
592.0,"2017-01-21",77.0,-5.3,1026.61,1.68,7.36,16.0,3.98,0.78,0.0,0.02,5.74,-5.42,7.74,-3.42,0.16,2.16
184.0,"2017-01-22",80.0,-4.55,1024.73,1.55,7.13,45.0,3.8,1.0,0.02,0.09,4.61,-4.13,6.61,-2.13,0.24,2.24
811.0,"2017-01-23",80.0,-4.0,1025.34,1.69,6.63,50.0,4.22,0.97,0.01,0.08,4.91,-5.18,6.91,-3.18,-0.14,1.86
378.0,"2017-01-24",83.0,-4.13,1027.16,1.82,5.75,62.0,4.5,0.96,0.03,0.46,3.31,-3.97,5.31,-1.97,-0.33,1.67
118.0,"2017-01-25",85.0,-4.62,1026.39,2.26,7.17,81.0,5.22,1.05,0.0,0.03,0.33,-6.34,2.33,-4.34,-3.01,-1.01
219.0,"2017-01-26",80.0,-4.68,1020.46,2.69,6.84,43.0,6.13,1.17,0.04,0.28,4.44,-1.41,6.44,0.59,1.52,3.52
492.0,"2017-01-27",76.0,0.05,1014.16,3.72,8.76,78.0,8.27,1.11,0.04,0.29,8.55,3.21,10.55,5.21,5.88,7.88
223.0,"2017-01-28",83.0,2.59,1017.59,2.47,9.26,84.0,6.28,1.22,0.1,0.93,9.12,0.99,11.12,2.99,5.06,7.06
67.0,"2017-01-29",87.0,2.7,1021.0,2.29,8.64,79.0,5.54,1.08,0.03,0.3,9.64,3.48,11.64,5.48,6.56,8.56
314.0,"2017-01-30",91.0,5.57,1017.23,2.59,7.8,93.0,5.99,1.21,0.09,0.56,9.62,6.18,11.62,8.18,7.9,9.9
150.0,"2017-01-31",92.0,6.86,1015.9,1.98,6.98,92.0,4.24,1.11,0.05,0.28,11.5,5.21,13.5,7.21,8.36,10.36
713.0,"2017-02-01",90.0,6.43,1014.12,2.43,7.76,87.0,5.49,1.17,0.01,0.12,12.17,5.94,14.17,7.94,9.06,11.06
626.0,"2017-02-02",84.0,6.38,1007.33,4.07,9.34,88.0,9.06,1.21,0.05,0.49,12.76,4.38,14.76,6.38,8.57,10.57
278.0,"2017-02-03",86.0,4.54,1006.04,4.14,9.76,83.0,11.6,1.37,0.12,1.1,10.07,4.1,12.07,6.1,7.09,9.09
807.0,"2017-02-04",85.0,3.9,1002.89,4.33,9.64,86.0,12.89,1.39,0.22,1.59,9.45,3.85,11.45,5.85,6.65,8.65
667.0,"2017-02-05",89.0,4.07,1002.89,3.79,9.21,89.0,10.77,1.45,0.2,1.14,8.19,2.79,10.19,4.79,5.49,7.49
433.0,"2017-02-06",86.0,2.79,1017.61,3.31,9.11,88.0,8.39,1.44,0.06,0.46,7.91,3.4,9.91,5.4,5.66,7.66
1036.0,"2017-02-07",89.0,4.34,1017.61,2.56,8.17,89.0,6.38,1.56,0.09,0.64,9.57,2.41,11.57,4.41,5.99,7.99
355.0,"2017-02-08",88.0,2.57,1022.28,2.88,8.7,87.0,6.32,1.58,0.04,0.33,7.1,0.43,9.1,2.43,3.77,5.77
392.0,"2017-02-09",86.0,0.4,1022.64,2.4,7.61,81.0,5.51,1.58,0.01,0.15,5.82,-0.86,7.82,1.14,2.48,4.48
287.0,"2017-02-10",84.0,-0.27,1018.29,2.37,7.3,74.0,5.3,1.64,0.01,0.07,6.34,-0.75,8.34,1.25,2.8,4.8
17.0,"2017-02-11",87.0,0.0,1018.98,1.99,6.58,83.0,4.4,1.69,0.02,0.12,5.41,0.88,7.41,2.88,3.15,5.15
253.0,"2017-02-12",82.0,2.24,1017.03,3.74,7.52,84.0,9.0,1.58,0.04,0.32,10.03,4.85,12.03,6.85,7.44,9.44
337.0,"2017-02-13",73.0,3.31,1016.88,4.98,9.21,69.0,10.28,1.52,0.02,0.18,12.11,5.02,14.11,7.02,8.57,10.57
1124.0,"2017-02-14",80.0,4.82,1024.15,2.99,8.98,76.0,6.5,1.68,0.07,0.41,12.86,4.26,14.86,6.26,8.56,10.56
954.0,"2017-02-15",80.0,5.23,1031.96,2.22,9.14,62.0,5.4,1.6,0.01,0.09,15.03,2.88,17.03,4.88,8.96,10.96
227.0,"2017-02-16",85.0,5.0,1031.99,1.2,7.81,69.0,3.38,1.63,0.01,0.12,13.68,2.44,15.68,4.44,8.06,10.06
62.0,"2017-02-17",86.0,4.18,1028.59,1.41,6.99,72.0,3.81,1.65,0.01,0.16,12.66,0.53,14.66,2.53,6.6,8.6
66.0,"2017-02-18",81.0,2.12,1024.96,1.6,7.48,51.0,4.14,1.3,0.0,0.03,12.43,-1.26,14.43,0.74,5.59,7.59
28.0,"2017-02-19",82.0,1.86,1026.17,1.55,8.11,56.0,4.23,1.51,0.04,0.42,12.12,2.8,14.12,4.8,7.46,9.46
1090.0,"2017-02-20",86.0,4.6,1025.59,2.47,7.75,88.0,5.61,1.78,0.03,0.45,11.29,6.28,13.29,8.28,8.79,10.79
1081.0,"2017-02-21",89.0,7.2,1023.49,2.94,8.6,92.0,5.86,1.85,0.02,0.13,12.28,6.74,14.28,8.74,9.51,11.51
369.0,"2017-02-22",84.0,6.29,1019.91,3.31,9.34,90.0,6.6,1.87,0.01,0.06,12.39,4.38,14.39,6.38,8.39,10.39
386.0,"2017-02-23",80.0,4.67,1011.89,4.16,8.89,87.0,10.22,1.69,0.02,0.21,13.18,3.6,15.18,5.6,8.39,10.39
763.0,"2017-02-24",77.0,2.01,1017.23,3.07,9.76,78.0,7.71,2.2,0.04,0.32,9.25,-1.58,11.25,0.42,3.84,5.84
1097.0,"2017-02-25",74.0,-0.32,1021.16,2.19,9.27,64.0,6.12,1.05,0.0,0.02,11.35,1.61,13.35,3.61,6.48,8.48
483.0,"2017-02-26",77.0,3.01,1017.51,2.68,9.74,89.0,6.33,1.9,0.02,0.51,12.68,5.36,14.68,7.36,9.02,11.02
936.0,"2017-02-27",79.0,4.71,1006.43,4.84,9.51,82.0,13.04,2.03,0.13,1.16,13.01,4.32,15.01,6.32,8.67,10.67
170.0,"2017-02-28",83.0,3.19,1001.5,5.1,9.67,83.0,12.96,2.29,0.19,1.3,8.94,3.24,10.94,5.24,6.09,8.09
497.0,"2017-03-01",84.0,4.33,1010.38,4.54,9.43,87.0,9.98,2.17,0.13,0.85,10.7,4.48,12.7,6.48,7.59,9.59
830.0,"2017-03-02",77.0,4.06,1016.58,2.98,9.77,76.0,7.98,2.5,0.05,0.43,12.27,4.02,14.27,6.02,8.15,10.15
1005.0,"2017-03-03",77.0,4.98,1005.26,3.83,9.9,85.0,9.53,1.92,0.02,0.32,14.56,5.68,16.56,7.68,10.12,12.12
445.0,"2017-03-04",84.0,4.57,997.33,3.99,9.64,86.0,10.83,2.47,0.29,1.9,10.08,2.99,12.08,4.99,6.54,8.54
145.0,"2017-03-05",85.0,3.66,1006.28,4.71,9.73,85.0,12.49,2.56,0.17,1.12,10.15,5.15,12.15,7.15,7.65,9.65
621.0,"2017-03-06",83.0,4.27,1009.98,5.38,9.38,88.0,16.36,2.59,0.22,1.29,10.41,4.29,12.41,6.29,7.35,9.35
116.0,"2017-03-07",84.0,3.49,1020.08,3.35,9.17,87.0,7.83,2.61,0.08,0.48,9.01,3.59,11.01,5.59,6.3,8.3
630.0,"2017-03-08",89.0,6.41,1022.95,3.58,8.46,92.0,7.47,2.54,0.05,0.32,12.27,7.9,14.27,9.9,10.09,12.09
206.0,"2017-03-09",85.0,8.05,1024.81,2.87,9.22,91.0,6.06,2.56,0.04,0.21,14.24,5.37,16.24,7.37,9.81,11.81
384.0,"2017-03-10",79.0,6.15,1024.58,1.93,8.21,74.0,5.15,2.36,0.0,0.04,16.42,2.87,18.42,4.87,9.65,11.65
759.0,"2017-03-11",70.0,4.09,1018.7,1.71,9.32,62.0,4.21,1.31,0.0,0.02,18.45,5.83,20.45,7.83,12.14,14.14
965.0,"2017-03-12",81.0,6.22,1015.09,2.33,9.25,87.0,5.67,2.37,0.04,0.3,14.13,5.55,16.13,7.55,9.84,11.84
166.0,"2017-03-13",80.0,5.95,1025.24,2.66,8.73,69.0,6.01,2.68,0.01,0.15,14.69,2.58,16.69,4.58,8.64,10.64
330.0,"2017-03-14",79.0,4.76,1032.98,1.91,7.96,54.0,5.08,2.73,0.0,0.02,14.97,4.55,16.97,6.55,9.76,11.76
573.0,"2017-03-15",78.0,5.56,1030.85,1.86,8.72,68.0,4.69,2.55,0.0,0.01,15.77,2.74,17.77,4.74,9.26,11.26
366.0,"2017-03-16",74.0,5.29,1023.68,1.43,7.76,27.0,4.01,1.92,0.0,0.02,19.65,4.68,21.65,6.68,12.17,14.17
288.0,"2017-03-17",77.0,5.34,1021.03,2.5,8.58,68.0,6.2,2.43,0.0,0.02,15.68,6.15,17.68,8.15,10.92,12.92
120.0,"2017-03-18",84.0,6.45,1019.83,4.13,9.2,92.0,8.08,2.84,0.04,0.21,12.33,7.52,14.33,9.52,9.93,11.93
909.0,"2017-03-19",84.0,7.71,1017.85,3.48,9.47,91.0,7.12,2.76,0.01,0.07,14.17,8.03,16.17,10.03,11.1,13.1
1057.0,"2017-03-20",81.0,7.14,1014.51,3.13,9.71,93.0,7.02,2.85,0.01,0.09,13.36,7.07,15.36,9.07,10.22,12.22
876.0,"2017-03-21",82.0,5.33,1014.16,2.69,9.66,87.0,6.39,3.12,0.08,0.52,11.67,2.64,13.67,4.64,7.16,9.16
623.0,"2017-03-22",82.0,3.59,1011.12,2.62,9.47,83.0,6.84,3.17,0.07,0.68,11.52,3.85,13.52,5.85,7.69,9.69
526.0,"2017-03-23",84.0,4.58,1010.94,2.52,9.35,86.0,6.41,3.22,0.13,1.01,11.63,3.56,13.63,5.56,7.6,9.6
94.0,"2017-03-24",86.0,5.32,1020.28,2.64,8.84,83.0,6.12,3.26,0.1,0.65,11.84,5.8,13.84,7.8,8.82,10.82
788.0,"2017-03-25",75.0,5.02,1018.33,4.21,8.64,57.0,10.16,3.39,0.07,0.63,15.14,4.04,17.14,6.04,9.59,11.59
196.0,"2017-03-26",68.0,3.83,1019.04,2.32,9.91,68.0,5.19,2.64,0.01,0.07,16.49,3.65,18.49,5.65,10.07,12.07
658.0,"2017-03-27",69.0,4.58,1019.67,2.46,9.71,45.0,6.35,2.3,0.0,0.03,17.97,4.83,19.97,6.83,11.4,13.4
1076.0,"2017-03-28",72.0,5.83,1023.94,2.12,9.85,64.0,5.77,3.31,0.01,0.23,17.97,4.8,19.97,6.8,11.39,13.39
543.0,"2017-03-29",69.0,5.91,1026.28,1.95,9.9,42.0,5.36,3.02,0.0,0.01,19.98,5.85,21.98,7.85,12.92,14.92
1077.0,"2017-03-30",64.0,6.24,1022.9,2.22,9.97,15.0,5.79,4.34,0.0,0.0,22.22,9.19,24.22,11.19,15.71,17.71
57.0,"2017-03-31",66.0,6.43,1017.09,3.13,9.94,85.0,7.33,3.09,0.06,0.72,17.7,7.3,19.7,9.3,12.5,14.5
689.0,"2017-04-01",82.0,6.75,1014.7,2.65,9.82,85.0,6.58,3.59,0.13,1.0,13.2,5.59,15.2,7.59,9.4,11.4
7.0,"2017-04-02",82.0,6.34,1019.66,2.33,9.53,81.0,5.57,3.74,0.05,0.33,14.51,4.18,16.51,6.18,9.35,11.35
815.0,"2017-04-03",74.0,5.93,1024.29,1.95,8.92,55.0,4.87,3.73,0.0,0.05,18.35,5.7,20.35,7.7,12.03,14.03
990.0,"2017-04-04",73.0,5.86,1023.88,2.44,9.58,77.0,6.16,3.77,0.01,0.1,16.46,6.36,18.46,8.36,11.41,13.41
901.0,"2017-04-05",73.0,5.53,1024.92,3.34,9.23,71.0,7.43,3.9,0.01,0.09,15.41,3.89,17.41,5.89,9.65,11.65
914.0,"2017-04-06",70.0,3.59,1025.9,3.22,9.56,51.0,7.58,3.79,0.0,0.0,14.54,1.86,16.54,3.86,8.2,10.2
944.0,"2017-04-07",69.0,3.79,1024.42,2.0,9.77,30.0,5.19,1.57,0.0,0.0,18.27,4.24,20.27,6.24,11.26,13.26
1067.0,"2017-04-08",67.0,5.93,1022.01,1.8,9.15,6.0,4.54,1.96,0.0,0.01,21.8,5.74,23.8,7.74,13.77,15.77
678.0,"2017-04-09",64.0,6.76,1022.06,1.71,9.46,15.0,4.33,1.48,0.0,0.01,23.58,6.81,25.58,8.81,15.2,17.2
840.0,"2017-04-10",70.0,7.11,1023.26,2.41,9.42,60.0,5.96,3.35,0.0,0.08,19.68,5.15,21.68,7.15,12.42,14.42
751.0,"2017-04-11",69.0,4.82,1025.16,2.45,9.72,63.0,5.86,3.98,0.0,0.01,16.66,2.89,18.66,4.89,9.78,11.78
1042.0,"2017-04-12",67.0,4.2,1021.63,2.05,9.81,54.0,5.64,2.15,0.0,0.01,18.85,4.56,20.85,6.56,11.71,13.71
709.0,"2017-04-13",70.0,5.68,1018.14,2.01,9.82,66.0,5.22,2.94,0.0,0.0,18.23,5.58,20.23,7.58,11.91,13.91
863.0,"2017-04-14",70.0,5.76,1017.85,2.04,9.69,77.0,5.25,3.95,0.0,0.01,17.29,6.97,19.29,8.97,12.13,14.13
622.0,"2017-04-15",77.0,6.51,1020.26,2.57,9.94,90.0,5.84,3.82,0.02,0.35,14.35,6.53,16.35,8.53,10.44,12.44
1070.0,"2017-04-16",72.0,5.24,1023.35,2.77,9.99,82.0,6.48,3.98,0.01,0.05,14.91,4.23,16.91,6.23,9.57,11.57
1008.0,"2017-04-17",72.0,4.59,1020.97,2.59,9.85,81.0,6.41,3.46,0.01,0.13,15.36,2.94,17.36,4.94,9.15,11.15
1009.0,"2017-04-18",64.0,0.88,1023.95,3.47,9.89,65.0,8.52,4.0,0.01,0.07,13.14,0.42,15.14,2.42,6.78,8.78
641.0,"2017-04-19",57.0,-2.42,1029.44,3.71,9.89,49.0,8.6,3.75,0.0,0.02,12.14,-1.45,14.14,0.55,5.35,7.35
499.0,"2017-04-20",52.0,-3.89,1032.22,2.93,9.99,44.0,6.77,1.88,0.0,0.01,13.37,-0.62,15.37,1.38,6.38,8.38
847.0,"2017-04-21",52.0,-2.21,1030.37,1.99,9.82,50.0,5.21,1.38,0.0,0.07,17.34,2.93,19.34,4.93,10.14,12.14
677.0,"2017-04-22",61.0,2.53,1025.56,2.06,9.64,69.0,5.48,2.48,0.0,0.01,18.35,3.36,20.35,5.36,10.86,12.86
782.0,"2017-04-23",62.0,2.76,1022.67,2.58,9.87,56.0,6.17,2.65,0.0,0.0,17.33,2.08,19.33,4.08,9.71,11.71
1011.0,"2017-04-24",62.0,3.18,1016.73,2.02,9.96,62.0,5.63,2.44,0.0,0.02,19.16,6.09,21.16,8.09,12.63,14.63
1102.0,"2017-04-25",76.0,4.38,1011.19,2.67,9.69,88.0,6.55,4.2,0.15,1.1,12.31,2.53,14.31,4.53,7.42,9.42
224.0,"2017-04-26",79.0,2.2,1013.26,2.65,9.73,85.0,6.57,4.31,0.13,0.76,9.69,0.62,11.69,2.62,5.16,7.16
683.0,"2017-04-27",75.0,0.74,1017.47,2.62,9.67,75.0,7.15,4.72,0.03,0.23,10.47,1.0,12.47,3.0,5.74,7.74
382.0,"2017-04-28",72.0,1.59,1017.89,2.41,9.81,78.0,6.13,4.61,0.03,0.22,12.32,0.55,14.32,2.55,6.44,8.44
444.0,"2017-04-29",64.0,1.63,1015.35,2.22,9.32,55.0,6.02,3.47,0.0,0.01,17.06,5.24,19.06,7.24,11.15,13.15
230.0,"2017-04-30",67.0,4.05,1006.45,4.02,9.87,81.0,10.56,4.15,0.16,1.58,17.14,4.91,19.14,6.91,11.03,13.03
761.0,"2017-05-01",78.0,4.78,1012.98,3.92,9.86,83.0,9.4,4.72,0.15,0.98,13.56,5.16,15.56,7.16,9.36,11.36
195.0,"2017-05-02",81.0,6.28,1017.17,2.3,9.7,85.0,5.46,4.64,0.12,0.87,14.37,5.89,16.37,7.89,10.13,12.13
138.0,"2017-05-03",82.0,6.67,1018.37,1.6,9.13,84.0,4.61,4.81,0.05,0.43,14.63,5.84,16.63,7.84,10.24,12.24
347.0,"2017-05-04",81.0,7.2,1016.31,1.97,8.59,78.0,4.84,4.85,0.05,0.51,15.99,6.14,17.99,8.14,11.07,13.07
1029.0,"2017-05-05",75.0,7.5,1014.41,3.1,8.51,71.0,7.23,4.87,0.01,0.25,18.87,9.47,20.87,11.47,14.17,16.17
402.0,"2017-05-06",83.0,9.07,1011.22,3.17,8.86,85.0,7.5,4.79,0.25,1.77,15.23,8.86,17.23,10.86,12.05,14.05
252.0,"2017-05-07",82.0,8.5,1019.19,2.98,8.81,86.0,6.43,4.74,0.06,0.45,15.34,6.72,17.34,8.72,11.03,13.03
1178.0,"2017-05-08",79.0,6.98,1021.11,2.8,9.01,78.0,6.46,4.75,0.02,0.18,14.89,5.28,16.89,7.28,10.09,12.09
993.0,"2017-05-09",69.0,5.22,1016.4,3.04,9.81,61.0,6.89,5.02,0.0,0.01,17.31,4.81,19.31,6.81,11.06,13.06
352.0,"2017-05-10",70.0,6.74,1006.26,2.75,9.9,70.0,6.88,4.0,0.02,0.27,19.99,9.82,21.99,11.82,14.91,16.91
704.0,"2017-05-11",81.0,10.19,998.47,2.81,9.67,87.0,7.19,4.98,0.2,1.64,18.13,10.22,20.13,12.22,14.18,16.18
1157.0,"2017-05-12",81.0,11.0,1002.46,2.59,9.82,82.0,6.6,5.33,0.1,1.12,19.56,9.91,21.56,11.91,14.74,16.74
610.0,"2017-05-13",80.0,10.57,1012.51,2.31,9.77,81.0,5.99,5.28,0.06,0.61,19.3,8.91,21.3,10.91,14.11,16.11
506.0,"2017-05-14",74.0,9.8,1022.1,2.18,9.74,78.0,5.85,5.58,0.04,0.41,20.67,8.41,22.67,10.41,14.54,16.54
192.0,"2017-05-15",68.0,9.72,1027.32,1.82,9.81,73.0,4.95,4.79,0.01,0.07,23.77,11.44,25.77,13.44,17.61,19.61
951.0,"2017-05-16",64.0,11.21,1026.25,1.58,9.97,78.0,4.29,4.51,0.0,0.01,26.48,12.49,28.48,14.49,19.49,21.49
128.0,"2017-05-17",68.0,12.38,1018.52,2.24,9.78,76.0,6.37,4.01,0.05,0.5,26.23,13.3,28.23,15.3,19.77,21.77
959.0,"2017-05-18",83.0,11.89,1013.71,2.56,9.29,89.0,7.41,5.09,0.3,2.14,19.23,7.81,21.23,9.81,13.52,15.52
738.0,"2017-05-19",81.0,7.78,1016.49,2.92,9.75,81.0,7.34,5.53,0.2,1.3,15.16,6.48,17.16,8.48,10.82,12.82
714.0,"2017-05-20",76.0,7.2,1022.1,2.37,9.86,75.0,6.1,5.44,0.02,0.22,17.15,5.7,19.15,7.7,11.43,13.43
743.0,"2017-05-21",69.0,7.84,1022.86,2.08,9.66,53.0,5.56,5.98,0.0,0.02,21.93,9.52,23.93,11.52,15.73,17.73
907.0,"2017-05-22",66.0,10.1,1016.89,2.0,9.99,73.0,5.44,4.92,0.02,0.22,24.62,11.46,26.62,13.46,18.04,20.04
1063.0,"2017-05-23",74.0,12.05,1021.18,2.21,9.78,72.0,5.34,5.91,0.03,0.47,22.92,11.64,24.92,13.64,17.28,19.28
888.0,"2017-05-24",73.0,12.71,1022.85,2.12,9.28,66.0,5.33,5.78,0.0,0.01,24.68,12.31,26.68,14.31,18.5,20.5
20.0,"2017-05-25",66.0,12.45,1018.54,2.76,9.79,34.0,6.16,5.07,0.0,0.01,26.77,12.91,28.77,14.91,19.84,21.84
881.0,"2017-05-26",63.0,12.75,1015.18,2.74,9.86,28.0,6.28,6.74,0.0,0.03,27.97,14.16,29.97,16.16,21.07,23.07
1154.0,"2017-05-27",67.0,14.17,1016.28,2.29,9.93,56.0,5.64,5.86,0.0,0.05,27.96,14.79,29.96,16.79,21.38,23.38
1028.0,"2017-05-28",66.0,14.39,1016.49,2.25,9.83,61.0,5.53,5.72,0.01,0.21,28.94,15.14,30.94,17.14,22.04,24.04
987.0,"2017-05-29",68.0,13.79,1014.35,2.32,9.62,75.0,5.92,5.51,0.02,0.29,25.99,14.46,27.99,16.46,20.23,22.23
419.0,"2017-05-30",75.0,13.61,1017.28,2.03,9.75,83.0,4.94,5.75,0.07,0.94,22.77,12.58,24.77,14.58,17.68,19.68
645.0,"2017-05-31",76.0,13.18,1020.75,1.71,9.75,76.0,4.44,6.15,0.07,1.05,23.44,12.38,25.44,14.38,17.91,19.91
835.0,"2017-06-01",73.0,13.65,1019.74,1.49,9.57,63.0,4.33,6.64,0.03,0.31,25.9,13.45,27.9,15.45,19.68,21.68
194.0,"2017-06-02",74.0,14.52,1016.91,1.75,9.83,66.0,5.09,6.17,0.04,0.45,26.33,14.18,28.33,16.18,20.26,22.26
873.0,"2017-06-03",84.0,14.06,1015.96,2.14,9.41,81.0,5.46,5.89,0.19,1.82,20.65,10.34,22.65,12.34,15.5,17.5
591.0,"2017-06-04",76.0,10.47,1018.33,2.25,9.79,75.0,5.76,6.15,0.07,0.67,19.81,10.26,21.81,12.26,15.04,17.04
579.0,"2017-06-05",71.0,10.18,1014.12,2.46,9.86,76.0,6.63,6.42,0.03,0.34,21.45,11.22,23.45,13.22,16.34,18.34
779.0,"2017-06-06",74.0,9.19,1009.87,4.82,9.83,81.0,11.83,5.92,0.14,1.15,17.97,9.09,19.97,11.09,13.53,15.53
1017.0,"2017-06-07",68.0,7.74,1019.32,3.5,9.99,72.0,8.04,6.2,0.01,0.11,19.37,9.05,21.37,11.05,14.21,16.21
389.0,"2017-06-08",66.0,10.24,1016.18,2.47,9.98,56.0,6.36,5.94,0.0,0.08,25.94,13.21,27.94,15.21,19.58,21.58
1079.0,"2017-06-09",73.0,12.46,1015.44,2.52,9.87,80.0,6.93,6.03,0.08,0.91,22.7,12.0,24.7,14.0,17.35,19.35
191.0,"2017-06-10",67.0,12.65,1018.83,1.74,9.87,63.0,4.88,6.06,0.0,0.01,26.86,13.54,28.86,15.54,20.2,22.2
467.0,"2017-06-11",67.0,14.38,1017.22,1.92,9.89,64.0,5.56,5.69,0.0,0.01,28.58,14.49,30.58,16.49,21.54,23.54
1165.0,"2017-06-12",70.0,13.28,1018.96,2.39,9.93,71.0,5.63,6.38,0.0,0.01,24.44,12.48,26.44,14.48,18.46,20.46
14.0,"2017-06-13",70.0,13.66,1016.98,1.94,9.86,58.0,4.96,5.58,0.02,0.19,26.65,15.11,28.65,17.11,20.88,22.88
80.0,"2017-06-14",70.0,15.54,1015.03,1.82,9.88,67.0,4.92,5.79,0.03,0.43,28.76,15.72,30.76,17.72,22.24,24.24
11.0,"2017-06-15",72.0,15.88,1016.81,2.37,9.69,57.0,6.02,6.53,0.02,0.27,27.74,13.99,29.74,15.99,20.87,22.87
673.0,"2017-06-16",67.0,12.58,1023.11,2.79,9.92,58.0,6.21,6.79,0.0,0.02,24.95,12.35,26.95,14.35,18.65,20.65
38.0,"2017-06-17",63.0,12.05,1023.79,2.77,9.95,52.0,6.38,6.55,0.0,0.01,27.04,14.25,29.04,16.25,20.65,22.65
321.0,"2017-06-18",61.0,13.83,1019.56,2.75,9.97,37.0,6.46,6.86,0.0,0.01,29.65,15.7,31.65,17.7,22.68,24.68
452.0,"2017-06-19",60.0,14.99,1017.14,2.37,9.94,28.0,5.67,5.89,0.0,0.01,31.97,17.17,33.97,19.17,24.57,26.57
1006.0,"2017-06-20",61.0,16.14,1015.99,1.9,9.87,43.0,4.93,6.07,0.0,0.07,32.47,17.58,34.47,19.58,25.03,27.03
113.0,"2017-06-21",63.0,16.91,1014.65,1.63,9.75,50.0,4.29,6.0,0.01,0.19,33.18,17.74,35.18,19.74,25.46,27.46
586.0,"2017-06-22",65.0,16.69,1015.05,2.37,9.54,59.0,6.14,6.13,0.0,0.06,31.58,16.84,33.58,18.84,24.21,26.21
415.0,"2017-06-23",71.0,15.37,1019.3,2.64,9.79,79.0,5.86,5.6,0.01,0.05,25.99,15.05,27.99,17.05,20.52,22.52
437.0,"2017-06-24",69.0,13.95,1019.05,2.62,9.89,78.0,6.16,5.94,0.01,0.09,25.86,15.08,27.86,17.08,20.47,22.47
762.0,"2017-06-25",68.0,13.67,1016.66,2.68,9.95,77.0,6.13,6.07,0.01,0.16,25.98,14.68,27.98,16.68,20.33,22.33
1120.0,"2017-06-26",72.0,14.71,1012.82,1.9,9.9,75.0,5.06,6.37,0.03,0.32,26.32,15.93,28.32,17.93,21.13,23.13
813.0,"2017-06-27",79.0,15.89,1007.06,2.11,9.72,82.0,6.31,5.84,0.27,3.25,25.6,14.86,27.6,16.86,20.23,22.23
410.0,"2017-06-28",83.0,14.37,1001.52,2.98,9.62,83.0,8.14,5.82,0.2,1.78,22.29,12.61,24.29,14.61,17.45,19.45
642.0,"2017-06-29",79.0,11.73,1002.39,3.78,9.87,81.0,9.18,5.79,0.13,1.0,19.59,11.55,21.59,13.55,15.57,17.57
838.0,"2017-06-30",81.0,11.17,1008.42,3.58,9.83,82.0,7.95,5.76,0.13,0.98,18.47,11.96,20.47,13.96,15.22,17.22
1177.0,"2017-07-01",84.0,11.86,1017.35,3.37,9.6,88.0,6.77,5.24,0.09,0.67,18.28,12.1,20.28,14.1,15.19,17.19
536.0,"2017-07-02",82.0,12.68,1023.17,2.94,9.56,88.0,6.34,5.21,0.02,0.15,20.4,13.42,22.4,15.42,16.91,18.91
854.0,"2017-07-03",75.0,13.28,1023.6,2.25,9.65,80.0,5.46,5.79,0.0,0.05,24.02,11.93,26.02,13.93,17.98,19.98
