id,date_iso,humidite,point_rose,press_sta,press_mer,vvent,visibilite,nebulosite,rafale_10min,precip_24h,precip_01h,temperature,temperatureoffset2,temperature_diurne,temperature_diurne_offset2,temperature_nocturne,temperature_nocturne_offset2
1121,2020-02-02,87.33,10.25,99784.00,101897.35,5.04,24723.99,95.64,7.83,4.85,0.20,12.48,14.48,13.25,15.25,11.18,13.18
702,2020-02-01,88.47,9.36,99453.09,101573.28,4.73,24680.71,92.84,7.33,4.08,0.21,11.29,13.29,11.79,13.79,10.45,12.45
635,2020-01-31,89.04,9.73,99542.39,101659.19,3.94,23709.25,95.30,6.05,1.93,0.04,11.59,13.59,12.18,14.18,10.61,12.61
624,2020-01-30,88.57,7.08,99421.75,101550.24,4.14,21348.45,94.38,6.30,2.29,0.13,9.01,11.01,9.84,11.84,7.63,9.63
853,2020-01-29,79.02,4.34,99508.13,101665.89,4.26,29227.11,83.88,6.70,2.78,0.02,7.98,9.98,8.67,10.67,6.81,8.81
501,2020-01-28,79.20,4.38,98850.77,100964.31,6.94,28187.90,90.86,11.21,5.70,0.23,7.94,9.94,8.28,10.28,7.38,9.38
1171,2020-01-27,88.06,5.70,99174.25,101290.34,4.86,22675.03,93.53,7.42,3.38,0.20,7.63,9.63,8.03,10.03,6.96,8.96
1134,2020-01-26,89.59,5.50,99675.14,101821.80,3.21,15743.64,93.53,4.86,1.40,0.07,7.18,9.18,7.86,9.86,6.04,8.04
344,2020-01-25,88.15,4.04,99862.24,102022.01,2.49,13506.09,92.50,3.77,0.45,0.00,6.02,8.02,6.90,8.90,4.54,6.54
470,2020-01-24,86.83,2.95,100116.64,102291.14,2.84,11587.10,91.20,4.35,0.79,0.02,5.14,7.14,5.83,7.83,4.00,6.00
1146,2020-01-23,81.53,2.07,100470.80,102649.91,4.28,13734.64,85.01,6.67,1.69,0.06,5.23,7.23,5.77,7.77,4.34,6.34
319,2020-01-22,78.79,0.95,100979.56,103181.46,4.26,15994.23,80.63,6.69,1.90,0.08,4.74,6.74,5.35,7.35,3.73,5.73
198,2020-01-21,76.47,0.06,101537.54,103760.97,3.79,20924.60,82.28,5.95,1.90,0.09,4.19,6.19,4.76,6.76,3.25,5.25
228,2020-01-20,72.30,-0.75,101812.02,104052.66,4.95,27137.80,80.76,7.71,0.16,0.01,4.19,6.19,4.69,6.69,3.37,5.37
690,2020-01-19,74.91,-0.04,101237.10,103471.55,4.72,29954.74,82.01,7.33,0.46,0.01,4.36,6.36,4.94,6.94,3.38,5.38
280,2020-01-18,79.97,2.15,100547.97,102742.00,3.48,31889.12,80.67,5.30,3.26,0.02,5.56,7.56,6.12,8.12,4.62,6.62
375,2020-01-17,81.60,5.21,100108.15,102250.41,4.88,28321.87,91.13,7.69,2.62,0.17,8.28,10.28,8.54,10.54,7.84,9.84
739,2020-01-16,80.18,5.40,100211.55,102345.38,4.38,25801.84,77.40,6.73,0.58,0.02,8.85,10.85,9.76,11.76,7.34,9.34
72,2020-01-15,75.64,5.05,99761.88,101879.65,5.29,31189.05,86.11,8.29,1.59,0.05,9.32,11.32,10.03,12.03,8.14,10.14
864,2020-01-14,76.11,4.89,99348.45,101448.69,6.42,28960.89,92.50,10.03,1.64,0.06,9.08,11.08,9.82,11.82,7.84,9.84
1061,2020-01-13,84.30,3.95,99918.07,102068.78,4.26,22288.21,91.50,6.57,0.43,0.03,6.60,8.60,7.32,9.32,5.41,7.41
491,2020-01-12,82.94,2.79,100654.44,102842.94,3.43,23167.73,86.54,5.17,0.09,0.01,5.70,7.70,6.65,8.65,4.12,6.12
447,2020-01-11,80.19,2.66,100985.33,103181.16,3.05,27302.50,87.23,4.67,0.46,0.00,6.04,8.04,6.82,8.82,4.75,6.75
393,2020-01-10,81.07,4.95,100388.43,102546.00,4.11,30528.86,93.27,6.46,3.33,0.06,8.12,10.12,8.39,10.39,7.67,9.67
285,2020-01-09,81.22,6.45,99921.91,102031.69,4.92,25062.48,92.45,7.66,1.17,0.13,9.83,11.83,10.53,12.53,8.66,10.66
174,2020-01-08,88.69,7.39,100699.67,102848.72,3.16,18277.73,93.90,4.83,0.44,0.02,9.39,11.39,10.12,12.12,8.18,10.18
1164,2020-01-07,89.54,5.81,100763.27,102942.69,3.18,16054.92,95.67,4.87,0.33,0.01,7.56,9.56,8.33,10.33,6.27,8.27
148,2020-01-06,84.31,2.14,100680.60,102863.75,2.89,19235.63,76.78,4.38,0.09,0.01,4.78,6.78,5.61,7.61,3.39,5.39
846,2020-01-05,81.94,2.37,101194.79,103403.59,2.54,23523.16,81.14,3.98,0.07,0.00,5.48,7.48,6.13,8.13,4.39,6.39
915,2020-01-04,82.33,4.10,101235.80,103436.47,3.30,25835.33,86.21,4.98,0.51,0.01,7.09,9.09,7.50,9.50,6.40,8.40
54,2020-01-03,85.84,5.73,100659.61,102821.78,3.94,18662.26,94.26,6.03,0.37,0.01,8.10,10.10,8.69,10.69,7.12,9.12
509,2020-01-02,88.43,4.23,100691.58,102865.09,3.04,16064.37,93.45,4.64,0.33,0.00,6.17,8.17,6.78,8.78,5.15,7.15
940,2020-01-01,90.32,3.23,100958.42,103157.44,2.24,10722.65,93.20,3.41,0.21,0.01,4.87,6.87,5.49,7.49,3.84,5.84
231,2019-12-31,87.83,1.85,101028.01,103230.53,2.03,12059.56,82.79,3.08,0.06,0.00,3.86,5.86,4.65,6.65,2.55,4.55
1065,2019-12-30,84.38,1.02,101084.46,103287.13,2.03,14511.31,65.43,3.08,0.02,0.00,3.67,5.67,4.67,6.67,2.00,4.00
13,2019-12-29,87.07,1.65,101216.67,103428.88,2.19,14952.04,82.67,3.40,0.02,0.00,3.76,5.76,4.37,6.37,2.75,4.75
29,2019-12-28,84.25,4.47,101226.67,103422.00,2.86,24227.50,92.81,4.51,0.60,0.00,7.09,9.09,7.54,9.54,6.34,8.34
332,2019-12-27,86.14,6.75,100687.65,102854.59,3.77,20789.87,94.19,5.88,3.04,0.09,9.11,11.11,9.53,11.53,8.41,10.41
403,2019-12-26,83.33,4.85,100256.79,102416.75,4.08,21081.19,88.71,6.40,0.26,0.02,7.72,9.72,8.51,10.51,6.39,8.39
90,2019-12-25,81.50,5.47,100180.83,102331.22,3.33,26644.20,82.69,5.12,0.92,0.01,8.74,10.74,9.23,11.23,7.91,9.91
171,2019-12-24,81.34,7.35,99825.75,101940.35,5.32,25314.25,88.83,8.36,2.70,0.10,10.70,12.70,11.49,13.49,9.37,11.37
566,2019-12-23,76.94,5.08,99448.45,101582.19,5.85,25202.49,87.30,9.35,4.50,0.09,9.22,11.22,9.53,11.53,8.72,10.72
1052,2019-12-22,78.71,5.94,97509.02,99592.13,8.10,26192.69,90.43,13.32,9.47,0.34,9.69,11.69,9.98,11.98,9.22,11.22
512,2019-12-21,84.40,6.74,97080.00,99140.78,5.55,26145.88,92.21,8.72,9.01,0.37,9.41,11.41,9.93,11.93,8.56,10.56
1158,2019-12-20,83.62,7.80,97269.68,99315.02,6.06,26859.37,94.40,9.67,8.42,0.47,10.60,12.60,10.56,12.56,10.66,12.66
200,2019-12-19,78.65,8.36,98570.80,100628.53,6.07,28088.69,93.08,9.55,1.37,0.08,12.14,14.14,12.60,14.60,11.39,13.39
455,2019-12-18,85.55,8.08,99246.94,101342.91,4.30,20910.00,91.04,6.68,1.28,0.02,10.54,12.54,10.98,12.98,9.81,11.81
87,2019-12-17,79.48,7.98,98449.29,100511.22,5.15,27724.95,94.99,7.99,1.76,0.07,11.64,13.64,12.07,14.07,10.94,12.94
675,2019-12-16,83.88,7.66,98473.66,100538.42,4.67,26916.16,95.97,7.40,1.69,0.09,10.47,12.47,10.90,12.90,9.76,11.76
106,2019-12-15,81.53,7.03,98666.49,100745.25,4.72,30728.03,90.40,7.34,3.12,0.07,10.20,12.20,10.57,12.57,9.57,11.57
699,2019-12-14,79.17,6.99,98263.12,100337.63,6.63,25308.82,91.92,10.79,7.54,0.14,10.67,12.67,11.07,13.07,10.00,12.00
960,2019-12-13,81.62,5.82,97179.63,99263.18,8.41,19769.74,93.40,13.92,13.55,0.57,9.00,11.00,9.20,11.20,8.65,10.65
338,2019-12-12,84.12,3.87,98232.99,100351.13,5.51,25919.93,92.61,8.69,5.63,0.30,6.57,8.57,6.92,8.92,5.99,7.99
712,2019-12-11,81.81,2.93,99288.98,101438.05,4.10,26615.51,94.28,6.46,3.30,0.22,6.01,8.01,6.46,8.46,5.26,7.26
682,2019-12-10,77.82,2.11,100223.60,102412.26,4.45,23594.39,81.01,6.90,2.17,0.04,6.15,8.15,6.79,8.79,5.09,7.09
309,2019-12-09,76.40,4.68,99481.60,101604.22,7.58,23946.59,87.69,12.24,5.20,0.15,8.81,10.81,9.19,11.19,8.16,10.16
55,2019-12-08,83.92,7.16,99448.66,101557.00,5.30,24011.86,93.39,8.36,1.97,0.18,9.91,11.91,10.58,12.58,8.78,10.78
256,2019-12-07,86.47,6.83,99861.37,101997.19,3.23,23444.64,93.07,4.86,1.02,0.03,9.09,11.09,9.68,11.68,8.11,10.11
74,2019-12-06,87.09,4.25,99878.93,102030.53,3.78,15028.22,94.78,5.84,0.68,0.04,6.48,8.48,7.30,9.30,5.10,7.10
268,2019-12-05,84.75,1.51,100098.66,102277.88,2.41,13160.14,93.44,3.75,0.34,0.01,4.23,6.23,4.88,6.88,3.14,5.14
856,2019-12-04,84.27,0.67,99772.02,101946.63,2.67,13921.57,77.92,4.13,0.10,0.01,3.49,5.49,4.23,6.23,2.25,4.25
188,2019-12-03,84.49,1.36,100304.82,102505.81,3.06,18541.24,75.59,4.72,0.15,0.00,3.92,5.92,4.55,6.55,2.87,4.87
988,2019-12-02,82.96,2.79,100215.98,102417.71,3.99,25099.56,86.38,6.11,3.68,0.01,5.59,7.59,6.13,8.13,4.69,6.69
372,2019-12-01,87.94,4.90,99417.23,101562.66,3.78,20228.24,97.36,5.77,7.70,0.32,6.87,8.87,7.17,9.17,6.36,8.36
918,2019-11-30,86.03,4.73,99630.09,101776.66,3.45,21842.82,89.88,5.27,1.90,0.16,7.15,9.15,7.60,9.60,6.39,8.39
608,2019-11-29,84.05,7.01,99349.82,101474.22,3.28,27550.20,87.53,5.06,3.57,0.06,9.82,11.82,10.41,12.41,8.85,10.85
373,2019-11-28,82.86,7.93,98378.78,100473.73,5.15,30140.75,93.13,8.15,5.63,0.19,10.87,12.87,11.28,13.28,10.17,12.17
736,2019-11-27,83.12,8.54,97816.52,99892.83,6.02,26170.32,94.88,9.78,6.41,0.29,11.45,13.45,11.89,13.89,10.72,12.72
860,2019-11-26,86.21,8.65,98396.22,100486.77,4.17,24675.72,94.77,6.44,1.25,0.09,11.01,13.01,11.69,13.69,9.87,11.87
1137,2019-11-25,88.70,7.86,98708.99,100824.09,3.39,22530.46,95.77,5.34,2.07,0.05,9.76,11.76,10.45,12.45,8.61,10.61
972,2019-11-24,88.83,6.76,98518.57,100644.71,3.23,19317.36,96.14,4.99,6.37,0.08,8.64,10.64,9.11,11.11,7.85,9.85
1022,2019-11-23,87.24,7.80,97286.55,99361.91,4.51,21078.76,97.08,7.22,9.02,0.59,9.94,11.94,10.11,12.11,9.65,11.65
982,2019-11-22,82.68,5.77,97819.61,99919.12,5.06,28243.44,92.96,8.13,3.86,0.14,8.75,10.75,9.43,11.43,7.61,9.61
322,2019-11-21,87.04,4.30,98528.85,100581.17,3.42,20467.65,92.63,5.27,1.95,0.13,6.48,8.48,7.36,9.36,5.02,7.02
899,2019-11-20,85.18,2.35,99033.81,101185.68,3.04,21111.84,84.97,4.76,0.47,0.01,4.80,6.80,5.63,7.63,3.41,5.41
946,2019-11-19,83.29,2.75,99500.21,101673.69,2.88,22458.98,92.58,4.47,1.63,0.03,5.58,7.58,6.38,8.38,4.24,6.24
1170,2019-11-18,84.44,3.10,99208.90,101367.97,3.07,23199.24,92.08,4.78,2.16,0.09,5.66,7.66,6.24,8.24,4.69,6.69
540,2019-11-17,86.30,3.09,98747.87,100905.85,2.49,19580.70,94.02,3.87,3.30,0.08,5.40,7.40,5.97,7.97,4.44,6.44
952,2019-11-16,86.34,3.13,98610.51,100751.56,3.22,22030.22,91.80,5.01,5.31,0.14,5.38,7.38,6.06,8.06,4.26,6.26
1113,2019-11-15,89.30,3.09,97966.55,100102.06,3.01,20117.61,94.76,4.65,10.35,0.33,4.79,6.79,5.27,7.27,4.00,6.00
1024,2019-11-14,85.54,3.15,97789.44,99905.84,3.72,27859.07,94.68,5.90,6.53,0.40,5.54,7.54,6.04,8.04,4.71,6.71
427,2019-11-13,79.59,3.16,98349.14,100479.72,3.94,28478.18,86.99,6.13,1.57,0.08,6.78,8.78,7.51,9.51,5.57,7.57
141,2019-11-12,79.68,3.87,98602.83,100736.09,4.64,30563.79,86.31,7.23,2.98,0.06,7.45,9.45,8.17,10.17,6.25,8.25
773,2019-11-11,82.55,4.29,98963.92,101109.01,4.34,23384.01,92.97,6.80,2.81,0.09,7.32,9.32,8.13,10.13,5.97,7.97
359,2019-11-10,82.67,4.00,98942.23,101088.36,3.60,26758.90,92.53,5.67,4.73,0.06,6.96,8.96,7.56,9.56,5.95,7.95
193,2019-11-09,82.96,4.27,98931.64,101069.84,3.88,23983.33,86.56,6.06,3.12,0.24,7.21,9.21,7.99,9.99,5.90,7.90
1012,2019-11-08,85.03,4.72,98449.14,100560.54,3.50,28645.96,88.13,5.52,5.28,0.17,7.22,9.22,7.88,9.88,6.10,8.10
146,2019-11-07,82.70,5.69,98204.56,100278.13,4.48,28612.97,90.77,7.06,5.65,0.31,8.62,10.62,9.08,11.08,7.86,9.86
980,2019-11-06,84.33,7.47,98565.81,100653.25,3.72,28015.48,93.11,5.79,4.48,0.15,10.19,12.19,10.74,12.74,9.28,11.28
453,2019-11-05,84.47,7.79,97849.97,99936.09,4.23,30359.76,90.44,6.68,6.20,0.21,10.42,12.42,10.89,12.89,9.65,11.65
1083,2019-11-04,82.44,9.08,97531.36,99559.29,5.51,26998.94,87.61,8.71,7.60,0.26,12.16,14.16,12.76,14.76,11.16,13.16
735,2019-11-03,84.91,9.65,97036.85,99086.72,6.27,25745.15,94.31,10.27,13.17,0.51,12.25,14.25,12.51,14.51,11.82,13.82
327,2019-11-02,86.71,11.59,97859.02,99892.51,5.58,24160.25,95.90,8.91,8.65,0.43,13.86,15.86,14.02,16.02,13.58,15.58
1046,2019-11-01,91.64,12.38,98980.71,101048.81,4.18,18492.14,97.07,6.44,5.66,0.39,13.79,15.79,14.38,16.38,12.79,14.79
364,2019-10-31,89.46,11.08,99725.51,101833.19,3.17,15263.51,97.38,4.94,6.00,0.21,12.86,14.86,13.38,15.38,11.98,13.98
440,2019-10-30,89.59,10.76,99896.97,102009.59,2.72,11577.24,96.78,4.19,2.08,0.13,12.54,14.54,13.16,15.16,11.50,13.50
632,2019-10-29,86.30,10.09,99740.97,101832.33,3.31,15998.57,97.31,5.10,1.53,0.06,12.48,14.48,13.12,15.12,11.42,13.42
15,2019-10-28,86.17,10.02,99782.83,101892.44,3.11,17293.13,95.90,4.86,1.77,0.04,12.39,14.39,12.95,14.95,11.46,13.46
212,2019-10-27,81.93,10.35,99960.51,102053.75,3.14,21521.81,90.14,4.78,1.70,0.08,13.61,15.61,14.35,16.35,12.37,14.37
126,2019-10-26,79.32,10.99,99751.61,101826.88,4.02,26567.85,67.07,6.12,0.25,0.03,14.92,16.92,16.48,18.48,12.32,14.32
947,2019-10-25,82.93,11.12,99903.98,102001.20,3.63,27305.38,86.71,5.61,2.23,0.02,14.24,16.24,15.42,17.42,12.28,14.28
700,2019-10-24,85.13,11.42,99079.91,101148.78,3.66,25660.35,93.13,5.68,9.75,0.32,14.06,16.06,14.67,16.67,13.04,15.04
527,2019-10-23,86.11,11.58,99004.40,101072.22,4.27,16674.86,95.39,6.72,10.67,0.56,14.34,16.34,14.88,16.88,13.45,15.45
334,2019-10-22,88.54,10.14,99938.36,102054.78,3.06,18425.00,93.48,4.75,4.49,0.26,12.26,14.26,12.95,14.95,11.09,13.09
239,2019-10-21,87.21,10.57,99717.77,101821.00,2.56,25625.56,92.92,4.05,9.98,0.18,12.77,14.77,13.32,15.32,11.85,13.85
8,2019-10-20,86.78,11.94,98711.49,100773.06,4.10,21317.45,95.74,6.54,7.57,0.61,14.33,16.33,14.92,16.92,13.34,15.34
550,2019-10-19,85.50,12.15,98678.07,100733.44,3.42,25500.79,96.14,5.46,4.46,0.23,14.71,16.71,15.46,17.46,13.46,15.46
63,2019-10-18,81.99,11.43,99092.26,101154.53,4.46,29903.63,93.45,6.89,3.27,0.14,14.61,16.61,15.23,17.23,13.58,15.58
962,2019-10-17,82.41,11.49,99250.54,101314.94,3.96,29820.14,92.36,6.11,3.53,0.12,14.62,16.62,15.44,17.44,13.25,15.25
808,2019-10-16,79.22,9.99,99220.70,101287.38,4.58,31223.02,90.15,7.18,5.86,0.16,13.93,15.93,14.93,16.93,12.25,14.25
1189,2019-10-15,81.54,10.76,99019.26,101100.34,4.65,27605.61,91.65,7.31,10.67,0.41,14.13,16.13,14.42,16.42,13.64,15.64
633,2019-10-14,79.32,13.45,98983.88,101018.89,4.75,24975.67,85.59,7.63,2.57,0.23,17.44,19.44,18.67,20.67,15.39,17.39
358,2019-10-13,75.97,13.67,99240.66,101263.88,4.91,27772.44,85.17,7.68,0.96,0.09,18.45,20.45,19.73,21.73,16.32,18.32
938,2019-10-12,80.22,13.23,99402.23,101442.06,4.03,27520.03,85.33,6.30,0.68,0.06,16.89,18.89,17.97,19.97,15.08,17.08
1115,2019-10-11,75.82,10.79,99690.95,101761.97,4.01,31292.35,76.07,6.27,0.20,0.00,15.53,17.53,17.13,19.13,12.85,14.85
717,2019-10-10,75.73,9.78,99828.54,101925.91,4.21,31837.95,81.50,6.47,2.53,0.02,14.42,16.42,15.60,17.60,12.46,14.46
760,2019-10-09,80.84,10.68,99485.92,101570.06,4.62,28832.23,89.26,7.34,3.03,0.11,14.12,16.12,14.70,16.70,13.15,15.15
